"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"L-fucose","2078_neg","L-fucose",0.87,1120.26,NA,"6-DEOXY-L-GALACTOSE","null","L-Fucose;Rhamnose;1,5-Anhydrosorbitol;L-Rhamnulose;D-Fucose;(2R,3R,4S,5S)-2,3,4,5-Tetrahydroxyhexanal;(2R,4S,5R)-2,4,5,6-Tetrahydroxyhexanal;(2R,4R,5R)-1,2,4,5-Tetrahydroxyhexan-3-one;(14C)-Deoxyglucose;1,5-Anhydro-d-mannitol;2,5-Anhydro-D-mannitol;D-Quinovose;Glycerol monolactate;Sorbitan","C01019;C00507;C07326;C00861;C01018","HMDB0000174;HMDB0000849;HMDB0002712;HMDB0010207;HMDB0029196;HMDB0242511;HMDB0242540;HMDB0242766;HMDB0243560;HMDB0244228;HMDB0245489;HMDB0247051;HMDB0252842;HMDB0258390","42548;62346;16070;NA;42564;NA;NA;NA;NA;144042;NA;NA;NA;NA","439554;25310;64960;15559441;444200;220001;4377708;53938385;78410001;219984;1494;840;95467;552087","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"L-glutamic acid","1494_neg","L-glutamic acid",0.87,2976.72,NA,"N-Acetylserine","null","L-Glutamic acid;N-Acetylserine;O-Acetylserine;D-Glutamic acid;DL-Glutamate;5-Hydroxy-4-oxo-L-norvaline;Alanine acetate;N-Methyl-DL-aspartic acid","C00025;C00979;C00217;C00302","HMDB0000148;HMDB0002931;HMDB0003011;HMDB0003339;HMDB0060475;HMDB0246802;HMDB0248101;HMDB0255174","16015;45441;17981;15966;18237;NA;NA;NA","33032;65249;99478;23327;611;10219513;129664900;4376","NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"L-glutamine","1467_neg","L-glutamine",0.87,2617.4,NA,"L-GLUTAMINE","null","L-Glutamine;Ureidoisobutyric acid;D-Glutamine;Alanylglycine;Cyclic Urea;Glycyl-D-Alanine;Glycylsarcosine","C00064;C05100;C00819","HMDB0000641;HMDB0002031;HMDB0003423;HMDB0006899;HMDB0250626;HMDB0252875;HMDB0252887","18050;NA;17061;73757;NA;NA;155838","5961;88558720;145815;6998028;71482479;NA;93131","33714;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"L-histidine","1751_neg","L-histidine",0.87,483.32,"Histidine and derivatives","no MS2: L-Histidine; LC-ESI-ITFT; MS2; m/z","C6H9N3O2","L-Histidine;D-Histidine","C00135;C00768","HMDB0000177;HMDB0250763","15971;27570","6274;773","33985;NA","HNDVDQJCIGZPNO-YFKPBYRVSA-N","N[C@@H](CC1=CN=CN1)C(O)=O",TRUE,TRUE,NA,NA,NA
"L-homoserine","636_pos","L-homoserine",0.38,71.65,NA,"L-Homoserine","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,TRUE,NA,NA,NA
"L-isoleucine","960_pos","L-isoleucine",0.87,1409.26,NA,"Pipecolic Acid","null","L-Isoleucine;L-Alloisoleucine;L-Leucine;L-Norleucine;Aminocaproic acid;Beta-Leucine;(\xc2\xb1)-erythro-Isoleucine;Alanine betaine;3-Amino-4-methylpentanoic acid;DL-Norleucine;L-Valine, methyl ester;1-Hydroxy-5,5-dimethylpyrrolidin-2-ol","C00407;C00123;C01933;C02378;C02486;C16434","HMDB0000172;HMDB0000557;HMDB0000687;HMDB0001645;HMDB0001901;HMDB0003640;HMDB0033923;HMDB0240479;HMDB0245808;HMDB0251526;HMDB0253926;HMDB0257628","17191;43433;15603;18347;16586;86261;38264;NA;72772;36405;NA;NA","6306;99288;6106;21236;564;439734;NA;NA;193411;9475;409683;115178","34887;NA;33942;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"L-lactic acid","47_neg","L-lactic acid",0.93,3544.3,NA,"(S)-LACTATE","null","L-Lactic acid;Hydroxypropionic acid;Glyceraldehyde;D-Lactic acid;Dihydroxyacetone;1,2,4-Trioxane;1,3,5-Trioxane;Methyl ethaneperoxoate","C00186;C01013;C02154;C00256;C00184","HMDB0000190;HMDB0000700;HMDB0001051;HMDB0001311;HMDB0001882;HMDB0244144;HMDB0244188;HMDB0244711","422;33404;5445;42111;16016;NA;38043;NA","107689;68152;751;61503;670;21584057;8081;14202767","34179;53188;NA;34414;34170;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"L-methionine","1674_pos","L-methionine",0.87,2623.58,"Methionine and derivatives","no MS2: Methionine; LC-ESI-QTOF; MS2; CE","C5H11NO2S","L-Methionine;Ethyl 2-amino-3-sulfanylpropanoate;S-Ethyl-L-cysteine","C00073","HMDB0000696;HMDB0252040;HMDB0257396","16643;NA;NA","6137;3297;30993","33753;NA;NA","FFEARJCKVFRZRR-UHFFFAOYNA-N","CSCCC(N)C(O)=O",TRUE,TRUE,NA,NA,NA
"L-phenylalanine","2114_neg","L-phenylalanine",0.87,631.61,"Phenylalanine and derivatives","no MS2: L-(-)-Phenylalanine; LC-ESI-ITFT; MS2; m/z","C9H11NO2","L-Phenylalanine;1-Isopropyl-4-nitrobenzene;(3,5-Dimethylphenyl)carbamic acid;2-Amino-3-(4-hydroxyphenyl)propanal;Ethenzamide;4-(Dimethylamino)benzoic acid;4-Ethoxybenzamide;D-Phenyl alanine;D-Phenylalanine;Ethyl 3-aminobenzoate;N-(4-Methoxyphenyl)acetamide;Phenyl-Alanine","C00079;C02057;C18090","HMDB0000159;HMDB0243912;HMDB0244732;HMDB0244978;HMDB0245110;HMDB0246304;HMDB0246418;HMDB0250790;HMDB0250791;HMDB0252029;HMDB0255013;HMDB0256428","17295;NA;NA;NA;NA;NA;NA;NA;28044;81494;139354;NA","6140;15749;19013003;3386234;3282;NA;108776;19819527;NA;11400;5827;NA","33775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","COLNVLDHVKWLRT-QMMMGPOBSA-N","N[C@@H](CC1=CC=CC=C1)C(O)=O",TRUE,TRUE,NA,NA,NA
"L-proline","483_neg","L-proline",0.82,311.16,NA,"3,4-Dehydroproline","null","L-Proline;D-Proline;5-(Hydroxymethyl)pyrrolidin-2-one;5-Hydroxy-1-methylpyrrolidin-2-one;DL-Allylglycine;DL-Proline;N-(2-Hydroxyethyl)acrylamide;N-Allylglycine","C00148;C00763;C16435","HMDB0000162;HMDB0003411;HMDB0246731;HMDB0246801;HMDB0251510;HMDB0251528;HMDB0254987;HMDB0255080","17203;16313;NA;NA;NA;26271;NA;NA","145742;8988;558359;6426685;NA;614;193628;76651","34042;35916;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"L-serine","335_pos","L-serine",0.87,236.57,NA,"L-SERINE","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,TRUE,NA,NA,NA
"L-threonine","599_neg","L-threonine",0.84,601.69,NA,"L-THREONINE","null","L-Threonine;L-Homoserine;L-Allothreonine;4-Amino-3-hydroxybutyrate;Serine methyl ester;D-beta-Homoserine;D-Threonine","C00188;C00263;C05519;C03678","HMDB0000167;HMDB0000719;HMDB0004041;HMDB0061877;HMDB0245730;HMDB0250739;HMDB0250801","16857;15699;28718;16080;NA;NA;38263","6288;12647;99289;2149;416960;193314;205","34186;34437;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"L-tryptophan","3811_neg","L-tryptophan",0.84,685.74,"Indolyl carboxylic acids and derivatives","no MS2: Tryptophan; LC-ESI-ITFT; MS2; HCD; CE 15.0 eV; [M-H]-","C11H12N2O2","L-Tryptophan;D-Tryptophan;(\xc2\xb1)-Tryptophan;3h-Indole-3-propanoic acid,a-amino-;Idazoxan","C00078;C00525;C00806;C10968","HMDB0000929;HMDB0013609;HMDB0030396;HMDB0246269;HMDB0253375","16828;16296;27897;NA;5862","6305;9060;1148;12998164;54459","33772;NA;NA;NA;NA","QIVBCDIJIAJPQS-UHFFFAOYNA-N","NC(CC1=CNC2=CC=CC=C12)C(O)=O",TRUE,TRUE,NA,NA,NA
"L-tyrosine","2762_neg","L-tyrosine",0.87,808.23,"Tyrosine and derivatives","no MS2: L-Tyrosine; LC-ESI-ITFT; MS2; m/z","C9H11NO3","L-Tyrosine;o-Tyrosine;2-Amino-3-hydroxy-3-phenylpropanoic acid;D-Tyrosine","C00082;C01536","HMDB0000158;HMDB0006050;HMDB0244981;HMDB0250803","17895;91038;NA;18186","6057;91482;94134;1153","33785;NA;NA;NA","OUYCCCASQSFEME-QMMMGPOBSA-N","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O",TRUE,TRUE,NA,NA,NA
"L-valine","523_pos","L-valine",0.91,8636.2,NA,"Proline","null","L-Valine;5-Aminopentanoic acid;Norvaline;3-Amino-2,2-dimethylpropanoic acid;3-Amino-3-methylbutanoic acid;D-Valine;DL-Norvaline;Tert-Butyl carbamate","C00183;C00431;C01799;C16436","HMDB0000883;HMDB0003355;HMDB0013716;HMDB0245805;HMDB0245806;HMDB0250806;HMDB0251527;HMDB0258841","16414;15887;28804;NA;NA;27266;19475;NA","6287;138;439575;95739;2760933;1182;NA;NA","34167;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Laccer(d18:1/12:0)","24233_pos","Laccer(d18:1/12:0)",0.02,884425.3,NA,"Unknown","null","LacCer(d18:1/12:0)","","HMDB0004866","NA","131675307","NA","null","null",TRUE,FALSE,NA,NA,NA
"Laccer(d18:1/16:0)","25003_pos","Laccer(d18:1/16:0)",0.09,229331.1,NA,"Unknown","null","LacCer(d18:1/16:0)","C01290","HMDB0006750","84758","53477895","NA","null","null",TRUE,TRUE,NA,NA,NA
"Lactobionic acid","11123_neg","Lactobionic acid",0.47,7.81,NA,"Unknown","null","Lactobionic acid;Sucrose alcohol","","HMDB0253945;HMDB0258549","NA;NA","60793;76411458","NA;NA","null","null",TRUE,TRUE,"Fatty acyl glycosides of mono- and disaccharides","Fatty acyls","Fatty acyl glycosides"
"Laudanosine","11712_pos","Laudanosine",0.6,115.28,"Benzylisoquinolines","no MS2: Laudanosine; LC-ESI-QTOF; MS2; CE","C21H27NO4",NA,NA,NA,NA,NA,NA,"KGPAYJZAMGEDIQ-UHFFFAOYNA-N","COC1=C(OC)C=C(CC2N(C)CCC3=CC(OC)=C(OC)C=C23)C=C1",TRUE,TRUE,NA,NA,NA
"Leucomethylene blue","8097_pos","Leucomethylene blue",0.87,220637.3,NA,"Unknown","null","Leucomethylene blue;Prothipendyl","C05721","HMDB0254034;HMDB0256870","134180;NA","NA;NA","NA;NA","null","null",TRUE,TRUE,"Phenothiazines","Benzothiazines","Phenothiazines"
"Leukotriene b4","10156_neg","Leukotriene b4",0.53,2279333,"Hydroxyeicosatetraenoic acids","no MS2: 8,15-DiHETE; LC-ESI-QIT; MS2; CE","C20H32O4","Leukotriene B4;Prostaglandin A1;12(S)-HPETE;15(S)-HPETE;Hepoxilin A3;11H-14,15-EETA;6-trans-Leukotriene B4;6-trans-12-epi-Leukotriene B4;14,15-DiHETE;17,18-DiHETE;5,15-DiHETE;8,15-DiHETE;(+/-)-11,12-Dihydroxy-5Z,8Z,14Z,17Z-eicosatetraenoic acid;12-Hydroperoxy-5,8,10,14-eicosatetraenoic acid;12-Hydroperoxy-icosatetraenoic acid;15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid;5-Hydroperoxyeicosatetraenoic acid;5-Hydroperoxyicosa-6,8,11,14-tetraenoic acid;8S,15S-Dihydroxy-5Z,9E,11Z,13E-eicosatetraenoic acid;(3E,7E,11R,12E)-11-Hydroxy-3,7,11,15-tetramethyl-14-oxohexadeca-3,7,12-trienoic acid;Dihydroxyeicosatetraenoic acid","C02165;C04685;C05965;C05966;C14808;C14813","HMDB0001085;HMDB0002656;HMDB0004243;HMDB0004244;HMDB0004688;HMDB0004693;HMDB0005087;HMDB0005088;HMDB0010204;HMDB0010211;HMDB0010216;HMDB0010219;HMDB0242269;HMDB0244448;HMDB0244450;HMDB0244667;HMDB0246798;HMDB0247355;HMDB0247570;HMDB0250426;HMDB0251342","15647;15545;15626;15628;15631;NA;63981;63982;88459;88349;91286;88456;NA;NA;NA;NA;NA;NA;NA;NA;NA","5280492;5281912;5280892;5280893;5460414;11954058;5283128;5283129;16061119;16061120;5283158;53480358;73229382;1415;54462544;1440;54260564;1772;1897;NA;86007988","NA;NA;44618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","NNPWRKSGORGTIM-HCCKYKKOSA-N","CCCCC[C@H](O)\C=C\C=C/C=C/[C@@H](O)C\C=C/CCCC(O)=O",TRUE,FALSE,NA,NA,NA
"Lificiguat","8662_neg","Lificiguat",0.2,30.11,NA,"Unknown","null","Lificiguat","","HMDB0259948","142430","NA","NA","null","null",TRUE,TRUE,"Indazoles","Benzopyrazoles","Indazoles"
"Linalyl oxide","2315_neg","Linalyl oxide",0.62,225.17,NA,"Unknown","null","Linalyl oxide;(\xc2\xb1)-cis-Linalyl oxide;4-Decenoic acid, (4E)-;3-[(1S,3R)-3-Ethylcyclopentyl]propanoic acid;Cyclooctyl acetate;1,2-Cyclohexanediol, 1-methyl-4-(1-methylethenyl)-;Sobrepin","C18020","HMDB0035907;HMDB0040726;HMDB0246405;HMDB0248059;HMDB0250662;HMDB0256048;HMDB0258357","NA;132839;NA;NA;NA;17219;NA","22310;6428573;93732;20849290;69877;NA;NA","NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"Tetrahydrofurans","Tetrahydrofurans",NA
"Linoleic acid","7501_neg","Linoleic acid",0.93,2796.87,"Lineolic acids and derivatives","no MS2: Linoleic acid; FAB-EBEB; MS2; m/z","C18H32O2","Linoleic acid;Bovinic acid;(9E,11E)-Octadecadienoic acid;Linoelaidic acid;Dihomolinoleic acid;Octadeca-10,12-dienoic acid;17-Octadecynoic acid;7-Octadecynoic acid;8,12-Octadecadienoic acid;Octadeca-9,11-dienoic acid;9Z,12E-Octadecadienoic acid;Octadeca-2,4-dienoic acid","C01595;C04056","HMDB0000673;HMDB0003797;HMDB0005047;HMDB0006270;HMDB0061864;HMDB0244277;HMDB0244776;HMDB0247278;HMDB0247466;HMDB0247620;HMDB0247706;HMDB0255894","17351;32798;88464;75108;83063;36331;142447;NA;NA;36025;NA;NA","5280450;5280644;5282796;5282457;5282799;49823191;1449;4378574;122193;NA;3931;154212","37956;NA;NA;2217974;NA;NA;NA;NA;NA;NA;NA;NA","OYHQOLUKZRVURQ-HZJYTTRNSA-N","CCCCC\C=C/C\C=C/CCCCCCCC(O)=O",TRUE,FALSE,"Lineolic acids and derivatives","Fatty acyls","Lineolic acids and derivatives"
"Linuron","5967_neg","Linuron",0.38,38.82,NA,"Unknown","null","Linuron","C11007","HMDB0254109","6482","9502","NA","null","null",TRUE,FALSE,"N-phenylureas","Benzene and substituted derivatives","N-phenylureas"
"Lipoamide","3864_neg","Lipoamide",0.44,34.26,NA,"Unknown","null","Lipoamide","C00248","HMDB0000962","17460","863","34384","null","null",TRUE,TRUE,"Lipoamides","Dithiolanes","Lipoamides"
"Lorzafone","12816_neg","Lorzafone",0.36,15110.17,NA,"Unknown","null","LORZAFONE","","HMDB0254166","NA","54760","NA","null","null",TRUE,TRUE,NA,NA,NA
"Lucerastat","4622_pos","Lucerastat",0.8,304.58,NA,"Propionylcarnitine","null","Lucerastat","","HMDB0254192","NA","5150939","NA","null","null",TRUE,TRUE,"Piperidines","Piperidines",NA
"Luminespib","16452_pos","Luminespib",0.02,14.72,NA,"Unknown","null","Luminespib","","HMDB0254202","83656","135539077","NA","null","null",TRUE,TRUE,"Cumenes","Benzene and substituted derivatives","Cumenes"
"Lysine","1581_pos","Lysine",0.91,4037.14,NA,"Lysine","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,TRUE,NA,NA,NA
"Lysopa(0:0/16:0)","13624_neg","Lysopa(0:0/16:0)",0.49,3002756,NA,"Unknown","null","LysoPA(0:0/16:0);LysoPA(16:0/0:0);Vesatolimod","C04036","HMDB0007849;HMDB0007853;HMDB0252944","NA;64023;NA","56960317;89566;NA","NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopa(0:0/18:0)","14891_neg","Lysopa(0:0/18:0)",0.27,136266.4,NA,"Unknown","null","LysoPA(0:0/18:0);LysoPA(18:0/0:0)","","HMDB0007850;HMDB0007854","NA;NA","76041074;89567","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopa(18:2(9z,12z)/0:0)","14710_neg","Lysopa(18:2(9z,12z)/0:0)",0.18,1814071,NA,"Unknown","null","LysoPA(18:2(9Z,12Z)/0:0);Lexibulin","","HMDB0007856;HMDB0254071","NA;NA","20835023;56675648","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(14:0/0:0)","16518_pos","Lysopc(14:0/0:0)",0.44,2545961,NA,"Unknown","null","LysoPC(14:0/0:0)","","HMDB0010379","64489","460604","NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(14:1(9z)/0:0)","16002_neg","Lysopc(14:1(9z)/0:0)",0.16,243740.1,NA,"Unknown","null","LysoPC(14:1(9Z)/0:0)","C04230","HMDB0010380","73794","24779456","NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(15:0/0:0)","17046_pos","Lysopc(15:0/0:0)",0.49,3742560,NA,"Unknown","null","LysoPC(15:0/0:0);LysoPE(18:0/0:0);Palmitoyl Ara-C","C04230","HMDB0010381;HMDB0011130;HMDB0256087","131924;75036;NA","24779458;9547068;317641","NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(16:0/0:0)","17528_pos","Lysopc(16:0/0:0)",0.69,16171180,NA,"Unknown","null","LysoPC(16:0/0:0);LysoPC(0:0/16:0);1-Nonadecanoyl-glycero-3-phosphoethanolamine;1-Palmitoylphosphatidylcholine","C04230","HMDB0010382;HMDB0240262;HMDB0243971;HMDB0256091","72998;76078;NA;NA","460602;15061532;75958075;NA","NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(16:1(9z)/0:0)","17466_pos","Lysopc(16:1(9z)/0:0)",0.51,43088670,NA,"Unknown","null","LysoPC(16:1(9Z)/0:0);1-(9Z-Nonadecenoyl)-glycero-3-phosphoethanolamine;(2R)-2-{[(9Z)-Hexadec-9-enoyl]oxy}-3-hydroxypropyl 2-(trimethylazaniumyl)ethyl phosphate;PC(16:1(9E)/0:0)","C04230","HMDB0010383;HMDB0243799;HMDB0245288;HMDB0256155","73851;NA;NA;NA","24779461;75958066;NA;NA","NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(18:0/0:0)","18553_pos","Lysopc(18:0/0:0)",0.51,19493870,NA,"Unknown","null","LysoPC(18:0/0:0);2-Lysophosphatidylcholine","C04230","HMDB0010384;HMDB0258493","73858;NA","497299;NA","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(18:1(9z)/0:0)","18482_pos","Lysopc(18:1(9z)/0:0)",0.56,55730050,NA,"Unknown","null","LysoPC(18:1(9Z)/0:0);LysoPC(18:1(11Z)/0:0);LysoPC(0:0/18:1(9Z));PC(18:1(6Z)/0:0)","C04230","HMDB0002815;HMDB0010385;HMDB0061701;HMDB0256159","28610;86255;76071;NA","16081932;53480465;24779494;NA","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Lysopc(18:2(9z,12z)/0:0)","18405_pos","Lysopc(18:2(9z,12z)/0:0)",0.51,17877.94,NA,"Unknown","null","LysoPC(18:2(9Z,12Z)/0:0)","","HMDB0010386","28733","11005824","NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(18:3(6z,9z,12z)/0:0)","18347_pos","Lysopc(18:3(6z,9z,12z)/0:0)",0.07,42.84,NA,"Unknown","null","LysoPC(18:3(6Z,9Z,12Z)/0:0);LysoPC(18:3(9Z,12Z,15Z)/0:0)","C04230","HMDB0010387;HMDB0010388","88698;133456","52924045;24779469","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(20:1(11z)/0:0)","19363_pos","Lysopc(20:1(11z)/0:0)",0.49,3849892,NA,"Unknown","null","LysoPC(20:1(11Z)/0:0);1-(9Z-Eicosenoyl)-sn-glycero-3-phosphocholine","C04230","HMDB0010391;HMDB0243798","88685;NA","52924051;NA","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(20:3(5z,8z,11z)/0:0)","19226_pos","Lysopc(20:3(5z,8z,11z)/0:0)",0.51,45038020,NA,"Unknown","null","LysoPC(20:3(5Z,8Z,11Z)/0:0);LysoPC(20:3(8Z,11Z,14Z)/0:0)","","HMDB0010393;HMDB0010394","74343;86256","53480467;52924055","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(20:5(5z,8z,11z,14z,17z)/0:0)","19118_pos","Lysopc(20:5(5z,8z,11z,14z,17z)/0:0)",0.42,16309610,NA,"Unknown","null","LysoPC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0);1-Isopropyl-N-((6-methyl-2-oxo-4-propyl-1,2-dihydropyridin-3-yl)methyl)-6-(2-(4-methylpiperazin-1-yl)pyridin-4-yl)-1H-indazole-4-carboxamide","C04230","HMDB0010397;HMDB0252956","NA;167693","11757087;71268957","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysopc(22:6(4z,7z,10z,13z,16z,19z)/0:0)","19821_pos","Lysopc(22:6(4z,7z,10z,13z,16z,19z)/0:0)",0.53,123148800,NA,"Unknown","null","LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","C04230","HMDB0010404","73873","10415542","NA","null","null",TRUE,TRUE,NA,NA,NA
"Lysopc(p-18:0/0:0)","17973_pos","Lysopc(p-18:0/0:0)",0.2,1011116,NA,"Unknown","null","LysoPC(P-18:0/0:0)","C04230","HMDB0013122","133662","24779527","NA","null","null",TRUE,TRUE,NA,NA,NA
"Lysope(0:0/16:0)","15491_neg","Lysope(0:0/16:0)",0.51,133410.5,"2-acyl-sn-glycero-3-phosphoethanolamines","no MS2: Phosphatidylethanolamine lyso 16","C21H44NO7P","LysoPE(0:0/16:0);LysoPE(16:0/0:0);[3-[2-Aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] hexadecanoate","","HMDB0011473;HMDB0011503;HMDB0256030","131743;73004;NA","53480922;9547069;NA","NA;NA;NA","CKPBBEOJHAPPBT-UHFFFAOYNA-N","CCCCCCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCCN",TRUE,FALSE,NA,NA,NA
"Lysope(0:0/18:1(11z))","16547_neg","Lysope(0:0/18:1(11z))",0.47,2088157,"2-acyl-sn-glycero-3-phosphoethanolamines","no MS2: Phosphatidylethanolamine lyso 18","C23H46NO7P","LysoPE(0:0/18:1(11Z));LysoPE(0:0/18:1(9Z));LysoPE(18:1(11Z)/0:0);LysoPE(18:1(9Z)/0:0)","","HMDB0011475;HMDB0011476;HMDB0011505;HMDB0011506","NA;76088;NA;74971","53480924;53480925;53480949;9547071","NA;NA;NA;NA","FEVAUEZKXSRQPS-PFONDFGANA-N","CCCCCCCCCCCCC\C=C/CCC(=O)OC(CO)COP(O)(=O)OCCN",TRUE,FALSE,NA,NA,NA
"Lysope(0:0/18:3(6z,9z,12z))","16399_neg","Lysope(0:0/18:3(6z,9z,12z))",0.07,59.87,NA,"Unknown","null","LysoPE(0:0/18:3(6Z,9Z,12Z))","","HMDB0011478","NA","53480927","NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysope(18:2(9z,12z)/0:0)","16466_neg","Lysope(18:2(9z,12z)/0:0)",0.49,2101235,"2-acyl-sn-glycero-3-phosphoethanolamines","no MS2: Phosphatidylethanolamine lyso 18","C23H44NO7P","LysoPE(18:2(9Z,12Z)/0:0)","","HMDB0011507","83058","52925130","NA","DTTGTTCKWRAIFM-HDXUUTQWNA-N","CCCCCCCCCC\C=C/C\C=C/CCC(=O)OC(CO)COP(O)(=O)OCCN",TRUE,FALSE,NA,NA,NA
"Lysope(20:0/0:0)","18056_pos","Lysope(20:0/0:0)",0.51,3462894,NA,"Unknown","null","LysoPE(20:0/0:0);LysoPC(17:0/0:0)","C04230","HMDB0011511;HMDB0012108","131690;74340","52925131;24779463","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Lysope(22:6(4z,7z,10z,13z,16z,19z)/0:0)","18221_neg","Lysope(22:6(4z,7z,10z,13z,16z,19z)/0:0)",0.62,1424395,"2-acyl-sn-glycero-3-phosphoethanolamines","no MS2: Phosphatidylethanolamine lyso 22","C27H44NO7P","LysoPE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","","HMDB0011526","72747","52925132","NA","TWBVHOYVCUOMJY-KUBAVDMBNA-N","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OC(CO)COP(O)(=O)OCCN",TRUE,TRUE,NA,NA,NA
"Lysope(p-16:0/0:0)","14843_neg","Lysope(p-16:0/0:0)",0.16,243120.2,"Glycerophosphoethanolamines","no MS2: Phosphatidylethanolamine lyso alkenyl 16","C21H44NO6P","LysoPE(P-16:0/0:0)","","HMDB0011152","NA","42607469","NA","LULXDGNUFGVYDS-BMRADRMJNA-N","CCCCCCCCCCCCCC\C=C\OC(CO)COP(O)(=O)OCCN",TRUE,FALSE,NA,NA,NA
"Lysopi(20:4(5z,8z,11z,14z)/0:0)","20941_neg","Lysopi(20:4(5z,8z,11z,14z)/0:0)",0.33,123.35,"2-acyl-sn-glycerol-3-phosphoinositols","no MS2: Phosphatidylinositol lyso 20","C29H49O12P","LysoPI(20:4(5Z,8Z,11Z,14Z)/0:0);PI(20:4(5Z,8Z,11Z,14Z)/0:0)","","HMDB0061690;HMDB0256523","83053;NA","NA;NA","NA;NA","GCTCZDZDLCVEBR-BMBRPNNFSA-N","CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OC(CO)COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O",TRUE,FALSE,NA,NA,NA
"Lysyltyrosine","9341_pos","Lysyltyrosine",0.33,13.48,NA,"Unknown","null","Lysyltyrosine;Pro-Pro-Pro","","HMDB0028963;HMDB0256689","73608;NA","7021820;4475718","NA;NA","null","null",TRUE,TRUE,"Dipeptides","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Lysylvaline","6070_pos","Lysylvaline",0.87,840.61,NA,"Unknown","null","Lysylvaline;Valyllysine","","HMDB0028964;HMDB0029132","73607;75014","6992341;168058","NA;NA","null","null",TRUE,TRUE,"Dipeptides","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"M-toluamide","1193_pos","M-toluamide",0.87,175.82,NA,"Unknown","null","m-Toluamide;4-Aminoacetophenone","","HMDB0245928;HMDB0246623","NA;NA","69253;NA","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"M1g-dr","9011_pos","M1g-dr",0.56,55944.29,NA,"Unknown","null","M1G-dR;Pyrimidopurinone","","HMDB0254284;HMDB0256981","NA;NA","72746762;100927620","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
