Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_pos_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
44,13.766,87.04401,Diacetyl,[M-H2O-H]-,null,0.13,FALSE,-1,87.0441,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,44,0,0,1,null,null,null,null,null,1,21.67,ur_9,87.04409:2050432 88.04876:0 89.05343:0,null,0,29142,19427,32353,0,215474,32496,33992,0,1096802,1361100,457123,1441774,1526378,0,0,0,36773,27268,34197,25393,32468,48935,0,42450,0,45296,31903,39637,27380,0,1091503,761933,716027,2139151,928336,1670862,1925681,1044813,1173720,126489,558483,152440,1486750
45,16.064,87.05505,Unknown,[M+H]+,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,45,0,0,null,null,null,null,null,null,null,20.4,QC_se_2,87.05505:1322383 88.05972:0 89.06439:574092,null,0,20442,0,0,0,18340,1039869,1339470,1169880,644091,460517,220982,538373,507913,22233,819191,21615,341044,412782,363970,29628,572183,471636,305782,405793,703970,397047,31710,129955,584089,248319,214521,546985,477376,86342,210320,612474,321861,535827,530404,703945,106402,493086,130369
46,11.72,87.05511,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21,1,0,null,null,null,null,null,null,null,12.18,ur_3,87.05511:1558708 88.05977:0 89.06444:0,null,34976,31969,0,25156,0,207923,45963,42915,0,435085,242256,160524,426756,233657,28256,21915,0,36262,0,0,23712,0,86656,74614,62609,0,42100,0,0,26255,0,151818,198835,633867,344420,549806,104677,1277449,370079,353313,630843,183232,145918,165382
47,21.125,87.05518,Unknown,[M+H]+,null,0.36,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,47,0,0,null,null,null,null,null,null,null,24.81,ur_9,87.05518:7264642 88.05985:0 89.06452:935922,null,9150,8795,20525,14654,17192,688872,7662,6672,0,1665447,1205761,742150,3242933,2954211,35140,6942,14716,14237,0,27981,0,5787,0,14806,13990,16261,0,6624,7809,21369,9238,2772996,1645890,3021535,4941075,761896,3425827,2313029,4062407,2753238,1727800,3664690,2746002,6281984
48,7.509,87.07361,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,48,0,0,null,null,null,null,null,null,null,60.2,Blank_ur_1,87.07361:2020080 88.07828:0 89.08294:0,null,184111,0,90875,1057590,883604,103858,0,0,0,0,48488,0,98998,0,144672,0,135446,148534,66167,0,0,109924,0,110476,111443,110920,0,0,0,96190,93587,61568,230202,0,271186,91715,74642,0,68398,172575,0,0,0,88438
49,14.604,87.07857,Unknown,[M+H]+,null,0.87,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,49,0,0,null,null,null,null,null,null,null,112.27,ur_1,87.07857:5763493 88.08324:0 89.08790:0,null,0,19972,0,18494,30759,380495,3276188,3559487,3605373,4026656,4413433,3387792,3767932,3695993,2632993,4638736,3428194,3391338,4025961,2280151,2770091,3421909,3686263,2264341,3748323,3727252,3658964,4729143,2021165,3874826,2803332,5400752,2606286,2635783,2296859,2915306,2513783,3310579,4339768,1368614,2748355,5085822,1783982,4653551
50,20.702,87.07888,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,50,0,0,null,null,null,null,null,null,null,6.36,ur_6,87.07888:1884136 88.08355:1489896 89.08822:0,null,0,19993,0,0,0,95578,0,18868,0,439827,912794,563353,1157615,923474,26414,0,0,0,0,19641,0,0,0,27270,0,0,0,0,0,0,0,914239,1600320,1476346,978018,874458,1019645,1246197,1134245,1295630,1531815,860520,846976,578967
51,23.408,87.07917,Unknown,[M+H]+,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,51,0,0,null,null,null,null,null,null,null,13.18,ur_11,87.07917:3674862 88.08384:0 89.08851:0,null,12100,0,0,6861,8199,118814,54707,59751,62336,1722430,1380872,914399,2546082,2048498,9408,10226,38905,0,17801,82198,6464,77401,34821,41345,20500,63931,53076,122044,65237,92634,107403,46034,2845652,3497578,24488,3102577,32458,3203590,51684,2593841,2488914,48442,2743409,88738
52,27.811,87.44308,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,52,0,0,null,null,null,null,null,null,null,6.02,se_11,87.44308:257247 88.44774:0 89.45241:0,null,0,0,0,68128,0,0,0,0,0,0,86825,0,0,0,0,72083,112244,0,72219,0,91148,0,0,0,0,0,0,69270,100258,0,0,0,58814,0,0,0,0,0,0,0,0,0,0,0
53,3.607,87.77013,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,53,0,0,null,null,null,null,null,null,null,7.71,ur_9,87.77013:511640 88.77479:0 89.77946:0,null,0,0,25922,32977,0,0,0,0,258906,0,0,0,169529,116334,0,0,0,0,0,171890,0,0,0,0,0,0,0,20765,0,0,0,0,0,0,0,0,185245,0,341582,124751,0,215758,0,455307
54,19.696,88.02145,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,54,0,0,null,null,null,null,null,null,null,2.91,ur_13,88.02145:533282 89.02611:0 90.03078:0,null,21049,0,17599,0,0,0,0,0,19247,86234,169958,34864,80480,79717,19116,0,16836,0,23148,16791,20836,0,0,0,17534,22359,0,23990,17375,0,0,0,120504,87446,0,93755,0,126793,80731,66399,533646,66479,0,18582
55,8.878,88.02145,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,55,0,0,null,null,null,null,null,null,null,18.17,ur_9,88.02145:1616316 89.02611:0 90.03078:0,null,37839,0,34302,0,0,93714,23703,0,0,217074,247069,168433,1222773,473629,0,0,0,0,28960,36419,0,0,34999,0,35042,32047,0,0,0,37989,0,1075592,0,270065,291368,157472,284758,381258,1072628,755317,0,930388,298208,1186068
56,16.184,88.02158,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,56,0,0,null,null,null,null,null,null,null,9.92,ur_6,88.02158:1137197 89.02625:0 90.03092:0,null,0,0,19841,19896,0,29664,20293,0,91845,527554,253598,114978,712618,647776,0,0,21873,0,24318,18628,0,20692,18432,27106,19010,22617,18714,27638,19754,0,24095,62592,757822,246849,41736,999024,0,239503,77161,468909,1348398,33563,312358,63998
57,15.414,88.03905,Unknown,[M+H]+,null,0.71,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,42,1,0,null,null,null,null,null,null,null,24.42,ur_3,88.03905:7826162 89.04371:0 90.04838:11505992,null,0,0,0,0,0,212870,442703,529549,534180,3284332,2709415,1077520,2924426,2572656,211916,1025941,575229,580166,638608,556810,214112,764983,598524,547305,557464,635496,496795,518118,360075,829747,392615,554510,298878,4584016,1249834,312225,785824,7924543,629863,1711440,1058316,789576,3415263,572292
58,11.761,88.03915,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,58,0,0,null,null,null,null,null,null,null,16.67,ur_3,88.03915:2532526 89.04381:0 90.04848:0,null,0,0,23974,0,0,167030,88296,85934,57422,1219909,1159113,776958,1587650,1860716,29816,29767,0,22566,21128,60919,0,30400,0,0,0,28476,40552,45972,0,27530,25407,822241,1904963,1213145,1392886,2324188,457378,2338820,1035378,1369232,2026642,673400,897919,973991
59,10.208,88.03918,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,59,0,0,null,null,null,null,null,null,null,15,ur_3,88.03918:3415534 89.04384:0 90.04851:0,null,0,34584,32816,0,0,657130,56568,41439,80377,933081,838357,644839,1875355,1437337,29816,37576,0,28823,47966,36246,46050,29265,38298,36604,31537,40394,40552,45972,0,48189,44189,807659,196724,1217542,1102968,153931,512296,2976050,1042359,1119312,733497,790798,787654,178960
60,7.77,88.03927,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,38,1,0,null,null,null,null,null,null,null,14.48,ur_3,88.03927:1527923 89.04394:0 90.04860:0,null,0,0,0,29986,0,60506,21569,0,0,240696,204104,641645,269338,446535,0,0,0,0,0,0,32549,0,0,0,0,0,0,0,0,0,0,734911,249554,783554,1070610,317543,343043,1235778,875853,1042566,0,1139995,446505,367330
61,16.861,88.03929,Unknown,[M+H]+,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,61,0,0,null,null,null,null,null,null,null,8.46,QC_se_1,88.03929:1124731 89.04396:0 90.04863:543729,null,0,0,15912,0,0,24340,992291,18358,25609,428752,54042,234780,46255,65210,25769,19518,575229,23338,638608,556810,465908,17891,24616,547305,19010,635496,516100,1064301,312644,829747,448497,215823,97167,88110,41973,111321,45866,484206,53891,423658,543335,126158,297754,153238
62,19.583,88.0394,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,62,0,0,null,null,null,null,null,null,null,6.65,ur_6,88.03940:2344280 89.04407:0 90.04873:668227,null,0,0,0,0,20052,0,0,0,0,208346,123947,40590,269684,230374,0,0,0,0,0,0,29606,0,17514,0,0,0,0,0,17375,0,0,61770,195536,66074,106885,339708,0,502603,0,100287,1439984,81383,80605,0
63,3.266,88.06795,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,63,0,0,null,null,null,null,null,null,null,12.57,QC_ur_1,88.06795:1588136 89.07262:0 90.07728:0,null,116934,56209,25170,45607,53147,84932,132557,118746,81022,66754,37014,130446,1007544,228444,145161,85864,73857,34657,62583,59198,169644,57646,34590,92603,110373,106344,183828,64781,58998,50080,107024,402722,159189,85879,112154,65401,82597,154095,372394,60882,117379,38730,90304,111973
64,6.946,88.07545,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,64,0,0,null,null,null,null,null,null,null,6.7,ur_1,88.07545:2111681 89.08011:0 90.08478:0,null,577040,112292,113789,95748,100784,34368,62328,38311,77373,0,0,140549,0,100771,163878,24060,89174,47913,22948,54490,57520,28570,78844,135922,55901,68589,68581,47202,86323,101678,565542,1518398,116058,102096,85231,173754,75901,68051,0,0,0,0,102959,82417
65,13.15,88.0755,Unknown,[M+H]+,null,0.33,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,65,0,0,null,null,null,null,null,null,null,48.91,ur_3,88.07550:10597648 89.08017:0 90.08484:1004250,null,211651,203578,181274,175086,281492,703854,404944,257800,196791,3696493,2648612,1615602,3936282,4229553,214302,106242,214954,234018,259332,282808,236378,175151,208561,193029,264588,194967,97585,514254,342600,150442,488081,2991318,531557,6455404,3117672,395214,3197594,9744681,3099781,3137867,502272,4123484,5942154,3691627
66,21.867,88.07568,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,66,0,0,null,null,null,null,null,null,null,9.04,ur_9,88.07568:1693242 89.08035:444328 90.08502:5330696,null,157304,131203,120032,125181,158546,495605,146445,145774,140511,1029639,615045,632370,668796,970320,127321,134838,129328,128900,133579,144025,129644,98331,131448,132508,147815,151133,135953,123772,121594,144684,129680,1023172,595305,635062,936064,280326,1594909,455928,1297552,758434,505306,1047757,522565,1623195
67,20.723,88.08672,Unknown,[M+H]+,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,67,0,0,null,null,null,null,null,null,null,13.5,ur_6,88.08672:2260079 89.09139:0 90.09606:1271951,null,13636,19633,10869,20036,21651,128701,37451,29602,13009,1060273,818880,449458,1363420,746149,30696,18422,33269,19170,25006,16885,16891,12490,16913,17083,33803,22314,15052,22344,18660,12744,18544,1217350,1171621,1219752,1017262,671620,700289,883889,692504,1285140,1692715,1058360,1188516,906467
68,19.839,88.11195,Unknown,[M+H]+,null,0.22,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,68,0,0,null,null,null,null,null,null,null,68.71,ur_5,88.11195:23074226 89.11662:1439324 90.12129:0,null,49116,19236,19249,32688,27489,1511727,24428,23651,23701,4045554,584218,59807,6509353,4694740,37041,18635,26628,20832,27144,18698,25492,19751,26153,20836,24108,45581,29320,31658,30646,24868,17744,2631793,2619408,3893943,8502094,545842,1257568,13595168,4005212,22833024,1727073,2862392,3775335,5043947
69,21.702,88.11195,Unknown,[M+H]+,null,0.27,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,69,0,0,null,null,null,null,null,null,null,38.44,ur_5,88.11195:27933314 89.11662:2324413 90.12129:0,null,116952,13258,21501,15944,52453,1544434,57096,21357,13065,4043142,2619352,2035996,4154911,4102046,49711,26301,15323,15802,23305,18022,14319,10352,23650,71297,77246,39784,15351,27278,18095,52792,35918,1332381,2708158,2229970,5869424,71530,6119692,19809807,5498251,25770467,1131336,1927342,2531052,7868799
70,15.416,88.11235,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,70,0,0,null,null,null,null,null,null,null,6.33,ur_14,88.11235:474933 89.11702:1127831 90.12169:0,null,25342,22804,18132,38661,48180,129250,37502,0,0,80749,0,120991,255804,113558,52698,0,0,0,0,0,30635,23027,0,0,36626,37601,24837,26326,0,0,26032,347631,99821,219495,140244,431859,0,0,0,0,86686,349316,104526,0
71,8.787,89.00547,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,71,0,0,null,null,null,null,null,null,null,13.97,ur_14,89.00547:1150377 90.01014:0 91.01481:0,null,0,0,0,45031,0,0,0,0,0,0,91568,96034,178523,210748,0,0,0,0,0,40116,33796,0,0,0,0,29508,29733,0,0,35418,0,0,305884,146025,144622,907963,0,0,0,0,204558,0,177508,0
72,13.895,89.03444,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,72,0,0,null,null,null,null,null,null,null,6.88,ur_5,89.03444:901590 90.03911:0 91.04377:0,null,0,0,0,0,0,218271,115682,0,0,350683,297316,261288,274722,334580,0,0,0,0,0,35911,0,0,0,0,21102,41963,23780,0,37766,0,0,238097,0,264077,89187,131542,236017,232686,387159,449244,134130,166519,247934,456698
73,21.344,89.04176,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,73,0,0,null,null,null,null,null,null,null,18.48,ur_3,89.04176:3198617 90.04643:670283 91.05110:0,null,0,0,0,0,0,79222,0,13425,0,71365,77378,49310,133996,137227,0,0,0,0,0,8834,0,0,14743,0,0,0,0,0,0,0,0,43302,71337,60171,632086,59460,161866,2674925,165227,883682,61260,103000,83879,417631
74,15.033,89.05448,Unknown,[M+H]+,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,74,0,0,null,null,null,null,null,null,null,16.2,Blank_ur_1,89.05448:1225598 90.05915:233584 91.06382:0,null,167315,556918,585216,1084911,514587,61613,154200,349321,106492,47221,162864,0,186147,269774,69255,124366,82786,44944,319797,84158,118791,135792,139827,218478,300858,66558,292425,59880,132248,149327,68212,186438,179624,0,155368,30080,212354,197484,64200,168011,124080,209520,90698,138472
75,5.912,89.05956,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,75,0,0,null,null,null,null,null,null,null,2.41,QC_se_ur_2,89.05956:441998 90.06423:0 91.06890:0,null,30491,31097,0,93211,76701,0,62283,48579,38409,130462,191046,0,0,0,60218,109358,49253,36298,45749,64109,145202,36880,84769,132597,39469,39719,0,41012,70623,117711,56709,107305,0,0,93597,0,143022,95018,110165,0,0,0,123426,119877
76,3.932,89.05961,Unknown,[M+H]+,null,0.29,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,76,0,0,null,null,null,null,null,null,null,16.19,ur_2,89.05961:1272352 90.06428:0 91.06894:0,null,146905,131066,58321,1281736,1050388,33218,289099,127074,203674,438812,441144,402636,532507,973992,213390,338075,215596,0,0,186308,0,207833,23818,74967,0,103566,225470,83371,108630,0,96930,90493,1366418,125064,1154111,1146717,1486021,1203450,1141409,146401,944328,125265,966397,1299679
77,13.005,89.07062,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,77,0,0,null,null,null,null,null,null,null,7.94,QC_se_2,89.07062:489629 90.07529:0 91.07995:0,null,383729,491951,456019,430493,212198,84667,350319,629172,623724,0,76950,89284,155240,0,409093,572689,540512,528518,434258,346099,528700,435188,495580,525953,413342,511444,548244,399772,435147,364536,501655,0,0,0,0,210822,0,170460,136140,0,0,0,104113,175274
78,7.668,89.07073,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,78,0,0,null,null,null,null,null,null,null,6.28,Blank_ur_1,89.07073:811681 90.07540:0 91.08007:0,null,341592,154518,142585,495158,38116,39689,292185,392233,264683,0,144696,0,0,0,175409,245755,105843,155623,229858,182005,234312,175330,134120,196074,217010,167751,237610,180871,146766,137702,205826,0,0,0,0,0,0,0,0,0,0,0,0,0
79,15.187,89.07076,Unknown,[M+H]+,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,79,0,0,null,null,null,null,null,null,null,7.57,QC_se_2,89.07076:833423 90.07543:0 91.08010:0,null,375817,535343,528483,371206,235946,93953,647094,704316,433592,146718,171878,109262,106858,94110,93417,578997,622818,558263,385092,266261,91840,527510,488016,570422,225854,547173,454373,89966,78384,492336,361880,0,98528,97669,0,0,0,197484,137920,116640,191092,0,90698,0
80,20.84,89.0708,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,80,0,0,null,null,null,null,null,null,null,10.65,ur_2,89.07080:1709038 90.07547:0 91.08014:0,null,902498,986548,1120459,1023871,601555,214432,908218,928209,994289,535198,613038,408325,368754,513706,878313,1025414,956175,954776,985871,1051591,1061012,1017118,1049014,993716,873191,929001,1010560,921781,985918,947885,955865,811455,782891,682402,1254325,455221,1615896,283443,1575709,190271,1107389,1159109,246770,324488
81,3.913,89.10709,no MS2: Putrescine; LC-ESI-QTOF; MS2; CE,[M+H]+,null,0.16,FALSE,-1,89.10732,C4H12N2,Monoalkylamines,KIDHWZJUCRJVML-UHFFFAOYSA-N,NCCCCN,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Pos-MassBank_1,FALSE,FALSE,81,0,0,1,-1,-1,-1,-1,-1,1,3.6,Blank_ur_2,89.10729:1763992 90.11196:0 91.11663:0,null,0,65489,0,35857,1605128,3990,220502,0,0,0,0,259316,187334,656221,0,157692,211397,0,0,0,0,0,0,198160,881925,1919215,283566,0,894536,330488,165786,0,170566,128808,104927,132426,0,0,0,0,116820,140182,129660,944937
82,8.877,89.10719,no MS2: Putrescine; LC-ESI-QTOF; MS2; CE,[M+H]+,null,0.09,FALSE,-1,89.10732,C4H12N2,Monoalkylamines,KIDHWZJUCRJVML-UHFFFAOYSA-N,NCCCCN,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Pos-MassBank_1,FALSE,FALSE,82,0,0,1,-1,-1,-1,-1,-1,1,10.85,QC_se_ur_3,89.10722:2654544 90.11189:0 91.11656:0,null,0,71472,31356,34974,2495701,0,22985,44173,22387,0,0,2465785,227885,1448537,0,35882,41048,31891,38794,37936,39973,34668,0,32429,2383856,2614515,2906991,534107,1648122,1260125,456742,181204,346741,201940,289094,182240,161112,0,172028,149510,0,166174,336267,780625
83,18.893,89.10719,no MS2: Putrescine; LC-ESI-QTOF; MS2; CE,[M+H]+,null,0.07,FALSE,-1,89.10732,C4H12N2,Monoalkylamines,KIDHWZJUCRJVML-UHFFFAOYSA-N,NCCCCN,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Pos-MassBank_1,FALSE,FALSE,83,0,0,1,-1,-1,-1,-1,-1,1,20.29,se_4,89.10722:5094608 90.11189:161533 91.11656:0,null,22237,42276,46186,95909,3834951,8825,0,33736,18006,0,16015,214839,61370,396802,27588,22736,40635,21681,21304,20986,41599,16307,36338,161523,5193518,5188349,206566,19902,3174092,183763,190456,34488,269142,304606,89370,227199,91325,0,46614,45259,24666,191723,311551,384223
84,15.335,89.10721,no MS2: Putrescine; LC-ESI-QTOF; MS2; CE,[M+H]+,null,0.4,FALSE,-1,89.10732,C4H12N2,Monoalkylamines,KIDHWZJUCRJVML-UHFFFAOYSA-N,NCCCCN,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Pos-MassBank_1,FALSE,FALSE,84,0,0,1,-1,-1,-1,-1,-1,1,18.6,ur_13,89.10726:5342034 90.11193:0 91.11660:0,null,21078,223376,85673,110798,4183866,19568,27044,54161,69907,0,0,3635490,178444,739211,27295,167104,214017,153878,182708,169853,110962,172371,124147,329629,8058272,10458446,5516363,1097443,6681910,1974687,999426,0,5155185,2644563,2569459,1946925,0,0,126679,1327294,894836,2025144,8604356,5823825
85,21.978,89.10722,no MS2: Putrescine; LC-ESI-QTOF; MS2; CE,[M+H]+,null,0.38,FALSE,-1,89.10732,C4H12N2,Monoalkylamines,KIDHWZJUCRJVML-UHFFFAOYSA-N,NCCCCN,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Pos-MassBank_1,FALSE,FALSE,85,0,0,1,-1,-1,-1,-1,-1,1,13.06,Blank_ur_2,89.10732:5865559 90.11199:363119 91.11666:0,null,34022,124084,100129,80410,5752273,110526,29258,199061,163845,235750,185086,4162444,94112,5083907,38574,166226,146726,142192,137217,153259,111370,140443,98459,1701030,7098703,6512408,2530157,1492945,4812258,2259983,385732,72418,3069089,3613170,2313992,3309444,144443,780187,373055,558532,1180275,3473395,5176406,5280358
