Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_neg_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
45,22.002,89.02413,(S)-LACTATE,[M-H]-,null,0.38,FALSE,-1,89.02434,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,45,0,0,1,null,null,null,null,null,1,9.34,se_1,89.02433:3118162 90.02900:120451 91.03367:178550,null,228663,1926970,3244737,2811176,1264165,438432,2424793,6619893,8208530,2114365,9157900,4266640,6038086,1739899,2991941,7494586,8772864,9382499,9026841,8469366,9172852,9007022,9209279,3760920,5540847,5219891,6329396,7645352,6375088,7815721,7579938,4673412,2164561,2076308,2202005,1965478,3260114,3652006,3168025,3007051,2778603,2705840,2563903,2190503
46,12.969,89.02418,(S)-LACTATE,[M-H]-,null,0.36,FALSE,-1,89.02434,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,46,0,0,1,null,null,null,null,null,1,13.99,QC_se_ur_1,89.02435:9725840 90.02902:627701 91.03369:419552,null,200886,1554394,2437163,2277345,1371667,2452618,14241965,20739640,16524816,9056642,14577922,16061730,12264377,6348946,15195444,14445917,14669578,18194688,16531723,14576760,16660386,16669944,16543629,14138507,18495689,14303528,15817820,18977120,12364440,16493365,15381435,9600829,7702628,4738382,10474376,10215910,6072726,9915967,6575450,5713857,7865837,8494650,8024670,7109770
47,10.186,89.02423,(S)-LACTATE,[M-H]-,null,0.93,FALSE,-1,89.02434,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,47,0,0,1,null,null,null,null,null,1,3544.3,QC_se_1,89.02431:930420544 90.02898:37104760 91.03364:8283231,null,2598077,3476829,3944178,2242096,2144550,169500112,904454888,858817700,853811412,390784134,572332570,694855828,83669552,90456702,846332328,825851476,816841980,951754672,847684084,740084284,847874956,837819528,812681000,769318580,929735628,772923404,854248404,974912368,713161916,867592980,830019756,35191846,67597494,82922868,133624446,49387966,73318232,108996254,20977484,135127188,62890817,33466863,84194241,22802828
48,15.229,89.02425,(S)-LACTATE,[M-H]-,null,0.84,FALSE,-1,89.02434,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,48,0,0,1,null,null,null,null,null,1,87.99,QC_se_1,89.02434:31162020 90.02901:1118547 91.03367:244564,null,106961,1764676,2855944,2048384,1118525,2335824,30277558,33989664,35378194,16453691,30655788,15014605,13591210,5639397,22685229,30438672,37274122,35956601,36434684,38012050,37804099,33234074,37122782,32704955,35702387,33771382,35147193,40152770,37055260,36680129,38093118,7172244,9140582,4370371,5015219,7545318,6302623,8488853,5425359,4776294,8879940,4447467,4784979,5678273
49,10.219,89.12477,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,49,0,0,null,null,null,null,null,null,null,70.42,QC_se_3,89.12477:367891 90.12944:0 91.13411:0,null,0,0,0,0,0,31822,72000,34345,158033,0,0,46395,0,0,51097,70972,38456,0,0,0,0,0,0,0,0,0,43368,0,0,27363,0,58693,0,0,0,0,84646,64673,0,0,0,0,0,131530
50,10.219,89.22913,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,50,0,0,null,null,null,null,null,null,null,160.51,QC_se_3,89.22913:337183 90.23380:0 91.23847:0,null,0,0,0,0,0,0,0,0,383227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69497,0,0,0
51,8.749,89.97788,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,51,0,0,null,null,null,null,null,null,null,29.01,ur_14,89.97788:2808501 90.98255:0 91.98722:0,null,0,0,24841,0,0,109612,0,0,0,0,0,0,212275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718967,198300,0,1759685,0,0,0,0,253740,0,0,0
52,18.68,90.02747,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,52,0,0,null,null,null,null,null,null,null,6.58,ur_1,90.02747:581693 91.03214:600221 92.03681:0,null,6677,70371,116388,99424,56470,31275,185882,354677,363625,58218,467825,207723,252415,62778,182601,381032,394183,496006,433079,440326,476296,455603,486770,258002,353013,339782,368684,485101,350272,403880,409928,255935,100390,76064,0,0,112564,120450,117000,0,98150,68973,68468,62384
53,12.594,90.04444,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,53,0,0,null,null,null,null,null,null,null,18.16,ur_10,90.04444:1005438 91.04911:488923 92.05378:0,null,0,0,0,0,0,123402,0,0,5572,426005,283612,237285,584324,497685,0,0,0,0,7065,0,0,5008,0,0,0,0,0,0,0,0,3933,187045,794087,381098,728381,282624,310166,34987,426089,718368,751975,457072,415175,486761
54,14.647,90.93587,Unknown,[M-H]-,null,0.64,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,54,0,0,null,null,null,null,null,null,null,118.67,se_1,90.93587:9487934 91.94054:0 92.94520:0,null,19046,2611,10083,24455,29623,841136,8635,0,7046,69634,112954,6079314,0,0,9243296,832468,753996,899095,521657,397861,482517,554945,655806,589120,454558,653940,647869,653840,846124,777922,628232,3641319,1936833,2913829,3675883,5425895,4032442,3204812,2924233,2278581,2880112,3264429,4097476,2243910
55,20.572,90.97115,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,55,0,0,null,null,null,null,null,null,null,17.86,ur_3,90.97115:3951212 91.97582:0 92.98049:0,null,448137,220391,135840,135586,365292,232508,534084,202572,148514,575104,273731,357675,532855,302790,354073,165244,156448,141756,142871,129667,123441,128207,132545,400681,376282,350779,326265,294343,277222,235646,223274,167020,270918,420171,382301,275032,123214,3753377,242008,377261,313213,286412,256046,249399
56,18.448,90.97119,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,56,0,0,null,null,null,null,null,null,null,17.74,QC_se_ur_3,90.97119:722669 91.97586:0 92.98053:0,null,247591,131589,83058,74473,216556,263928,276222,104498,76590,339635,0,819461,173982,187614,176522,84329,73685,79833,67233,61377,64265,65629,66126,190229,186224,168214,166819,148373,128675,131497,128583,166422,241938,334194,501741,351636,37922,388585,192124,654808,629999,733766,660770,196509
57,4.207,90.98563,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,57,0,0,null,null,null,null,null,null,null,93.36,ur_14,90.98563:14605021 91.99029:0 92.99496:0,null,0,0,15120,0,0,1417560,0,0,82532,3187088,2552643,1959154,3882428,3455752,0,0,0,0,0,0,0,0,0,45574,0,62818,0,0,0,0,64042,376446,6115564,206556,165905,10807397,39636944,98583,125024,194975,3859442,126076,1154200,176654
58,5.995,90.9857,Unknown,[M-H]-,null,0.33,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,58,0,0,null,null,null,null,null,null,null,126.54,QC_ur_1,90.98570:20467939 91.99037:0 92.99504:2196952,null,0,20470,0,18111,0,457478,0,0,0,4907300,6736368,2602558,15692762,5435079,0,0,0,0,29434,0,0,0,0,23754,0,35525,0,0,0,0,0,8442160,7987107,4326060,7101538,3237587,15174958,5032557,11883836,6947281,5553753,7278356,5338736,8795653
59,4.397,90.98571,Unknown,[M-H]-,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,59,0,0,null,null,null,null,null,null,null,667.96,ur_2,90.98571:42603252 91.99038:1265926 92.99505:0,null,0,0,15120,0,0,3778047,0,0,36351,24768626,15604093,12746729,30025755,27745721,0,0,0,0,30813,0,0,0,0,45574,0,62818,0,0,0,0,0,36842915,28417394,26271855,37212553,13039005,39636944,14020961,36060866,24512762,21950309,34631409,26275204,37156700
60,7.536,90.98571,Unknown,[M-H]-,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,60,0,0,null,null,null,null,null,null,null,121.12,ur_9,90.98571:13730509 91.99038:0 92.99505:0,null,0,0,0,0,0,1072638,0,0,0,2514425,3052420,487780,5021098,4641715,0,0,0,0,22818,18104,0,0,14891,0,0,15064,0,0,0,0,0,6941421,2694663,3051203,1568517,879366,5684631,740861,7726282,5244869,1562801,8318983,4057461,11854519
61,14.362,90.98571,Unknown,[M-H]-,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,61,0,0,null,null,null,null,null,null,null,19.31,ur_4,90.98571:2610581 91.99038:0 92.99505:0,null,0,2553,0,11290,0,296352,0,0,24186,1002511,618212,386309,1323550,1582386,0,8878,0,0,3522,4326,0,0,0,0,8575,19410,0,0,0,0,0,1427454,1880769,579348,538575,777105,1492544,49852,2258604,1217201,583590,1593549,683554,2014038
62,5.532,90.98573,Unknown,[M-H]-,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,62,0,0,null,null,null,null,null,null,null,301.72,ur_12,90.98573:36509395 91.99040:1643443 92.99507:0,null,0,20470,0,18111,0,678269,0,0,0,8867017,6291849,8480059,16656044,21903271,0,0,0,0,29434,0,0,0,0,23754,0,35525,0,0,0,0,0,18357261,18931600,16235942,26039707,9573281,19826215,8585302,19779029,15083369,13374914,22112776,15823103,23755645
63,7.726,90.98573,Unknown,[M-H]-,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,63,0,0,null,null,null,null,null,null,null,74.83,ur_9,90.98573:8655210 91.99040:0 92.99507:0,null,0,0,0,0,0,773664,0,0,0,4146850,2984780,3033760,4690100,4641715,0,0,0,0,22818,18104,0,0,14891,23374,0,15064,0,0,0,0,0,6606576,3672731,3617656,4161730,387303,6533910,1666284,7330402,5244869,3285084,7214761,4543715,8049666
64,4.592,90.98575,Unknown,[M-H]-,null,0.36,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,64,0,0,null,null,null,null,null,null,null,233.81,ur_9,90.98575:24840570 91.99042:0 92.99508:0,null,0,0,15120,18111,0,1879002,0,0,36351,9473798,10771863,8201332,14456507,12799876,0,0,0,0,30813,0,0,0,0,45574,0,62818,0,0,0,0,0,17761235,12125005,12541000,17359710,7848834,18322800,9039859,18329142,11946913,10597502,18398244,14236483,19360762
65,3.207,91.0221,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,65,0,0,null,null,null,null,null,null,null,7.31,QC_se_ur_3,91.02210:713398 92.02677:0 93.03144:0,null,168523,137568,152752,105751,76750,99235,191023,153559,253334,241250,249149,540239,95258,91161,67677,146964,112515,115990,96260,65289,123614,166478,153570,152136,148266,102338,159545,174568,107820,89438,153168,71581,30336,113505,106362,100498,54565,96879,104301,98730,101981,73645,57895,37325
66,7.798,91.02217,Unknown,[M-H]-,null,0.73,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,66,0,0,null,null,null,null,null,null,null,27.08,ur_9,91.02217:5602246 92.02684:0 93.03151:0,null,561796,548544,494240,81577,29810,84684,191931,505288,481174,2403988,1525150,838712,587064,3281477,120832,560252,123500,100517,525450,482127,547248,427042,475389,420164,115043,132965,478406,481394,472040,469342,492753,2852757,3201091,3025936,3684239,280586,3427010,2040983,3657540,3459474,3547987,2624073,3039353,4454444
67,15.049,91.0287,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,67,0,0,null,null,null,null,null,null,null,9.76,se_5,91.02870:420610 92.03337:0 93.03804:0,null,289488,151662,137776,137379,107072,54152,392977,268699,270579,120724,202423,53437,0,0,176040,313263,331627,361165,347394,395863,362263,369340,310163,360144,334374,292514,414211,326411,423238,362449,307789,0,0,0,46503,0,43473,50170,60798,67273,54818,0,70198,67426
68,10.447,91.03991,GLYCEROL,[M-H]-,null,0.82,FALSE,-1,91.03998,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,68,0,0,1,null,null,null,null,null,1,127.25,QC_ur_2,91.03998:6755560 92.04465:0 93.04931:720821,null,403763,397692,348729,731402,835979,3411237,6776270,6840992,7080201,5982855,7006547,6370285,6748156,6370288,5831181,5688956,4613049,4170808,7151780,5105851,6267913,5247848,6995824,7174172,7074578,5836099,6804559,8914626,6845385,7383332,5984143,5774112,7903940,8172417,7375965,5548232,5226960,4842951,4691765,5430673,10142180,6463563,6197080,6207484
69,5.562,91.055,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,69,0,0,null,null,null,null,null,null,null,54.82,ur_12,91.05500:13297349 92.05967:0 93.06434:0,null,16664,0,0,0,0,147366,0,0,0,1469842,299438,223354,291658,611356,0,36728,0,33084,0,0,0,0,33658,0,0,0,0,35895,0,0,26714,408043,423894,0,9674927,553284,546641,2485120,175348,829840,236177,578705,320892,586398
70,7.488,91.05505,Unknown,[M-H]-,null,0.64,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,70,0,0,null,null,null,null,null,null,null,48.49,ur_12,91.05505:6161384 92.05972:0 93.06439:0,null,0,0,0,0,0,746430,357974,333776,282892,1234790,1886827,1480628,1393621,2212155,289204,538583,543012,203073,186269,192131,382509,179226,425287,74924,171994,364444,146455,378572,394027,222388,342542,3582190,1844575,813782,5611034,3518680,2282771,2061618,3866192,1615118,508085,4021281,573135,2947758
71,6.354,91.24834,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,71,0,0,null,null,null,null,null,null,null,4.38,ur_11,91.24834:530776 92.25300:0 93.25767:0,null,16681,0,15753,14752,0,0,0,0,0,0,0,0,0,0,17767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79408,0,132694,0,209287,0,0,0,0,0,0,0,0
72,7.124,92.02628,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,72,0,0,null,null,null,null,null,null,null,52.91,ur_14,92.02628:1128234 93.03095:80473488 94.03562:4797250,null,0,37660,23390,0,0,96370,14567,6224,18541,178873,0,0,131056,0,0,19723,0,0,15108,22294,15216,36048,17032,24215,17394,22313,42803,0,0,36944,0,96876,176098,80937,0,1401242,0,0,0,139814,117632,71808,86829,0
73,4.274,92.0263,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,73,0,0,null,null,null,null,null,null,null,13.22,ur_7,92.02630:942370 93.03097:0 94.03563:0,null,0,0,0,0,0,32074,0,38212,0,252247,337772,195148,531263,0,0,0,0,0,0,0,0,0,0,0,39486,69570,84735,0,0,0,0,852527,792618,171461,376001,0,246713,0,196192,2425148,0,592701,447845,0
74,10.212,92.03191,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,74,0,0,null,null,null,null,null,null,null,38.51,se_13,92.03191:400883 93.03658:0 94.04125:0,null,0,0,0,0,0,42232,281913,311644,293948,169616,82374,188925,130146,0,193996,139787,84252,172890,309224,102132,168006,74816,243211,156222,139280,114201,144639,177200,95526,280319,86162,62077,78278,61473,77233,0,71095,113218,99582,77612,0,64231,94091,76317
75,12.28,92.03716,Unknown,[M-2H]2-,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,75,0,0,null,null,null,null,null,null,null,143.61,ur_5,92.03716:4026482 93.04183:2456989 94.04650:335249,null,9087,2678,3858,5328,0,875678,5734,5520,9032,1862556,1020036,837022,2921594,2713766,6798,4143,3708,5040,6763,5554,9706,5742,7046,6836,5896,6680,9659,16601,5336,6518,6728,2729527,3047054,2944986,2594449,773368,2963466,1729928,3700210,3949241,2616096,2418639,3104316,3453383
76,14.868,92.04729,Unknown,[M-H]-,null,0.98,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,76,0,0,null,null,null,null,null,null,null,78.36,Blank_ur_1,92.04729:3101651 93.05195:0 94.05662:0,null,532003,517848,503778,2820667,2782631,336112,353359,351249,463771,1065123,648787,602308,1258947,1258327,383646,342153,371950,356756,345276,353704,341015,375993,299296,397306,352357,395416,402067,370875,373541,384322,300917,1113309,1133558,1144491,1131991,869193,1213671,1768713,1312150,1162162,1312138,1251699,1058201,1220167
77,7.924,92.05002,Unknown,[M-H]-,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,77,0,0,null,null,null,null,null,null,null,108.1,ur_9,92.05002:3894649 93.05469:0 94.05935:0,null,0,23250,0,0,0,139485,0,3996,5771,1692798,1162860,1059240,2206423,1949014,22488,25036,0,21220,0,0,20894,0,0,19560,0,21739,0,0,0,21691,21029,2201009,878083,1889094,1982149,1383941,2356160,1326579,3041601,2318873,1127306,2615446,1963132,4063127
78,6.905,92.05849,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,78,0,0,null,null,null,null,null,null,null,6.55,ur_12,92.05849:291083 93.06315:0 94.06782:0,null,0,16357,0,0,0,0,0,0,0,0,0,0,129758,163232,0,0,0,0,0,15272,0,0,0,0,0,0,0,0,0,14572,0,0,0,148082,258881,0,0,35028,102916,113259,0,0,160785,0
79,4.602,92.92797,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,79,0,0,null,null,null,null,null,null,null,26.99,Blank_ur_2,92.92797:447767 93.93264:0 94.93731:0,null,0,15598,15196,305447,429582,57545,0,0,0,0,0,0,267548,0,0,0,0,29008,31001,0,0,0,0,0,0,0,0,0,0,28229,0,0,0,188114,0,809006,0,0,0,319072,0,0,426324,0
80,14.654,92.92803,Unknown,[M-H]-,null,0.22,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,80,0,0,null,null,null,null,null,null,null,50.45,se_7,92.92803:698600 93.93270:0 94.93737:0,null,0,0,2506,22147,61640,316881,323919,157830,393049,94462,88115,2025975,0,0,3480176,614817,565007,607803,497431,600511,499848,607754,509265,595730,550779,517032,482478,534350,619077,594683,558121,750138,533273,607330,995355,830848,1008512,925898,580178,935973,819039,1194360,1417587,365563
81,14.677,92.93302,Unknown,[M-H]-,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,81,0,0,null,null,null,null,null,null,null,76.37,se_1,92.93302:3566150 93.93769:0 94.94236:0,null,0,0,2506,22147,61640,316881,280236,157830,142447,94462,88115,2047865,0,70857,3480176,614817,392089,607803,647154,600511,499848,607754,509265,595730,486089,517032,434000,534350,710695,594683,488146,1177223,1763921,2199759,1199757,2030874,1317966,1175836,2299263,935973,2097810,1194360,1417587,2020679
82,4.394,92.98159,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,82,0,0,null,null,null,null,null,null,null,80.72,ur_1,92.98159:2351438 93.98626:0 94.99093:0,null,0,0,13032,0,0,126224,0,0,0,1006028,549274,807395,1078819,991433,0,0,0,33716,0,0,0,0,0,0,31304,0,0,0,0,0,0,1759750,141828,1035548,1521700,0,1567606,665738,1662990,903595,0,1277280,845408,1257615
83,5.079,92.98373,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,83,0,0,null,null,null,null,null,null,null,92.18,ur_12,92.98373:4548949 93.98839:0 94.99306:0,null,0,0,0,0,0,77971,0,0,0,983753,136199,117100,477155,610265,26249,0,0,33716,42723,0,0,27616,0,0,0,0,32486,0,0,0,0,1229588,359546,714752,3429925,0,191791,2694243,1335402,703905,301032,688819,482624,1576686
84,13.029,92.9838,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,84,0,0,null,null,null,null,null,null,null,46.68,ur_13,92.98380:842298 93.98847:0 94.99314:0,null,0,0,3450,0,26615,45829,0,7524,4820,0,51495,0,71683,107374,6689,0,0,0,0,4126,0,0,0,0,3894,0,3676,0,4726,0,0,0,0,0,67641,78495,40743,0,98852,0,80143,0,57607,102219
85,7.436,92.98383,Unknown,[M-H]-,null,0.29,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,85,0,0,null,null,null,null,null,null,null,117.64,ur_1,92.98383:5550524 93.98850:0 94.99317:0,null,0,16671,0,31517,20948,220687,33486,0,0,2167357,901055,1571391,2510060,1805582,0,0,24862,0,0,0,0,0,0,0,18957,18299,0,0,0,19673,0,4465772,409072,2262090,3008871,492845,2108609,2215520,3654266,2559823,534367,2740966,2527117,1754661
86,9.582,93.00143,Unknown,[M-H]-,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,86,0,0,null,null,null,null,null,null,null,262.48,ur_5,93.00143:14912837 94.00609:0 95.01076:0,null,15356,23729,9892,29355,0,2600125,60628,30844,50656,6390485,3953156,3664487,9947524,10638191,13196,0,29767,0,0,31448,22503,0,0,0,30551,0,0,0,26774,20808,17882,11916840,5891491,10143850,8085444,4264222,11280468,6062658,13479702,13609901,5437756,11248892,10517409,9910805
